symbol,priceChange,priceChangePercent,weightedAvgPrice,openPrice,highPrice,lowPrice,lastPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
ETHUSDT,-102.24000000,-2.820,3594.02354084,3625.08000000,3678.68000000,3486.00000000,3522.84000000,505403.87090000,1816433409.64441300,1710690240000,1710776642957,1355858234,1357557377,1699144
