symbol,priceChange,priceChangePercent,weightedAvgPrice,openPrice,highPrice,lowPrice,lastPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
BTCUSDT,-446.07000000,-0.658,67945.53006562,67796.01000000,68956.00000000,66628.68000000,67349.94000000,50245.64053000,3413966679.29746300,1710690240000,1710776643201,3492312700,3494566152,2253453
