symbol,priceChange,priceChangePercent,weightedAvgPrice,openPrice,highPrice,lowPrice,lastPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
BTCEUR,-517.98000000,-0.829,62548.29062738,62458.66000000,63373.20000000,61245.35000000,61940.68000000,374.36926000,23416157.27643900,1710690240000,1710776643444,132926514,132960976,34463
